主体ID,degree,in_degree,out_degree,betweenness,eigenvector,k_core
深圳市华税高科实业有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市胜融视讯有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市华耀拓展电子有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市耀米电子有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市华讯方舟光电技术有限公司; 深圳市华讯方舟微电子科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
青岛君戎华讯太赫兹科技有限公司; 深圳市华讯方舟光电技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市华讯方舟光电技术有限公司; 深圳市华讯方舟微电子科技有限公司; 深圳市太赫兹科技创新研究院有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
青岛君戎华讯太赫兹科技有限公司; 深圳市华讯方舟微电子科技有限公司; 深圳市太赫兹科技创新研究院有限公司; 深圳市华讯方舟光电技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市华讯方舟光电技术有限公司; 深圳市华讯方舟软件信息有限公司; 华讯方舟科技有限公司,1.7328319672841323e-05,8.664159836420662e-06,8.664159836420662e-06,0.0,2.407435917941641e-05,1
深圳市华讯方舟光电技术有限公司; 深圳市无牙太赫兹科技有限公司; 华讯方舟科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市重投华讯太赫兹科技有限公司; 深圳市华讯方舟光电技术有限公司; 深圳市无牙太赫兹科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市华讯方舟卫星产业科技有限公司; 华讯方舟科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市华讯方舟光电技术有限公司; 深圳市华讯方舟卫星产业科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市华讯方舟微电子科技有限公司; 深圳市华讯方舟光电技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市华讯方舟光电技术有限公司; 青岛君戎华讯太赫兹科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市华讯方舟微电子科技有限公司; 深圳市华讯方舟智能信息技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市华讯方舟智能信息技术有限公司; 江西华讯方舟智能技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市华讯方舟微电子科技有限公司; 深圳市太赫兹科技创新研究院有限公司; 深圳市华讯方舟智能信息技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市华讯方舟智能信息技术有限公司; 江西华讯方舟智能技术有限公司; 深圳市华讯方舟微电子科技有限公司; 深圳市太赫兹科技创新研究院有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市华讯方舟智能信息技术有限公司; 深圳市华讯方舟微电子科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
江西华讯方舟智能技术有限公司; 深圳市华讯方舟智能信息技术有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
深圳市华讯方舟智能信息技术有限公司; 深圳市华讯方舟微电子科技有限公司; 华讯方舟科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市华讯方舟科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市华讯方舟科技有限公司; 武汉华讯国蓉科技有限公司; 南京华讯方舟通信设备有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
南京华讯方舟通信设备有限公司; 深圳市华讯方舟光电技术有限公司; 武汉华讯国蓉科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市华讯方舟软件信息有限公司; 华讯方舟科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市华讯方舟软件信息有限公司; 华讯方舟科技有限公司; 华讯方舟智慧信息科技(深圳)有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市华讯方舟软件技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市华讯方舟软件技术有限公司; 华讯方舟科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市华讯方舟雷达技术装备有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市华讯方舟雷达技术装备有限公司; 武汉华讯国蓉科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
武汉华讯国蓉科技有限公司; 深圳市华讯方舟光电技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市华讯盈通讯技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市明生通讯科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市华诚达发展有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市华诚达精密工业有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市华达玻璃钢通信制品有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
广东省深圳市华云通达通信技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市华金盾信息科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市华金盾信息科技有限公司; 中国人民解放军国防科技大学,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市华金盾信息科技有限公司; 湖南穗富眼电子科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
湖南穗富眼电子科技有限公司; 深圳市华金盾信息科技有限公司,1.7328319672841323e-05,8.664159836420662e-06,8.664159836420662e-06,0.0,2.407435917941641e-05,1
深圳市华阅文化传媒有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市无限进制科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市华飞电子有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
严刚,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市华鼎星科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
江西华创触控科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市卓勤互联科技有限公司; 深圳蚁巢投资有限公司; 曾桂标,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
曾桂标; 深圳蚁巢信息技术有限公司; 深圳蚁巢投资有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市卓尔电子材料有限公司; 武汉大学,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
江苏穿越光电科技有限公司; 深圳市卓尔电子材料有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市卓怡恒通电脑科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市卓恒通科技有限公司; 田耕; 何志能; 广东悦尚数码科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
郴州市丰霖光电有限公司; 广东悦尚数码科技有限公司; 深圳市卓恒通科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市卓成信息技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
国网安徽省电力有限公司亳州供电公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市卓智荟教育科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市卓越经理人教育科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市卓盈泰电子有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳珑埔光电有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市卓翼科技股份有限公司,2.5992479509261986e-05,8.664159836420662e-06,1.7328319672841323e-05,0.0,2.407435917941641e-05,1
天津卓达科技发展有限公司; 深圳市卓翼科技股份有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,7.566227170673729e-05,1
深圳市卓翼科技股份有限公司; 天津卓达科技发展有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,7.566227170673729e-05,1
深圳市卓翼科技股份有限公司; 翼盛(厦门)科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市南迪特立贸易有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
王铁石; 周强,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市博万欣科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
长沙市博巨兴电子科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市博世知识产权运营有限公司; 深圳先进技术研究院,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
常熟市知识产权运营中心有限公司; 深圳市博世知识产权运营有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市博业智能科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市博博信息咨询有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
上海硕曜科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市博卡拉家居科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
全屋优品科技(深圳)有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市博威创盛科技有限公司,1.7328319672841323e-05,0.0,1.7328319672841323e-05,0.0,3.4391941684880583e-06,1
陈建慧,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市博安达信息技术股份有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳博沃智慧科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市博安通科技股份有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市安信可科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市博实结电子有限公司; 深圳市博实结科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市博实结科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市博尔普森科技有限公司; 深圳富泰宏精密工业有限公司; 奇美通讯股份有限公司; 横琴国际知识产权交易中心有限公司; 珠海华发建筑设计咨询有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
横琴国际知识产权交易中心有限公司; 深圳市博尔普森科技有限公司; 珠海华发建筑设计咨询有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市博尔普森科技有限公司; 温州泓呈祥科技有限公司; 鸿富锦精密工业(深圳)有限公司; 鸿海精密工业股份有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
温州泓呈祥科技有限公司; 深圳市华创科技创新成果产业转化中心; 深圳市博尔普森科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市博尔普森科技有限公司; 鸿富锦精密工业(深圳)有限公司; 鸿海精密工业股份有限公司; 横琴国际知识产权交易中心有限公司; 深圳希品城科技有限公司; 重庆杰菱汽车零部件有限公司; 烟台华发七弦琴知识产权运营有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳希品城科技有限公司; 深圳市博尔普森科技有限公司; 重庆杰菱汽车零部件有限公司; 横琴国际知识产权交易中心有限公司; 烟台华发七弦琴知识产权运营有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市博德致远生物技术有限公司,1.7328319672841323e-05,0.0,1.7328319672841323e-05,0.0,3.4391941684880583e-06,1
内蒙古蒙元生物基因科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市博浩光电科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳钒佳科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市博铭维智能科技有限公司; 代毅,1.7328319672841323e-05,8.664159836420662e-06,8.664159836420662e-06,0.0,2.407435917941641e-05,1
深圳市博铭维智能科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,7.566227170673729e-05,1
深圳市博铭维智能科技有限公司; 代毅; 深圳市博铭维系统工程有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市博领科技电子有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
江西博领智显电子有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市卡牛信息科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市卡的智能科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
东莞市卡的智能科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市卡联科技股份有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市邦客惠信息科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市卡联科技股份有限公司; 宁夏摆渡人科技服务有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市邦客惠信息科技有限公司; 深圳市卡联科技股份有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市卡迪尔通讯技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市多亲科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市卫华电子科技有限公司; 深圳市多彩人生技术股份有限公司; 保定旭旭信息技术服务有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
保定旭旭信息技术服务有限公司; 深圳市卫华电子科技有限公司; 保定飞讯网络科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市即构科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
抖动科技(深圳)有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市原创科技有限公司; 深圳市集站科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市原创科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市原点参数科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市友基技术有限公司,1.7328319672841323e-05,8.664159836420662e-06,8.664159836420662e-06,0.0,2.407435917941641e-05,1
深圳市友基技术有限公司; 深圳市友基科技发展有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳汉王友基科技有限公司; 深圳市友基技术有限公司,1.7328319672841323e-05,8.664159836420662e-06,8.664159836420662e-06,0.0,2.407435917941641e-05,1
深圳市友基科技发展有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市友机机科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市道中创新科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市友熙信息技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市友联亨达光电有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
东莞市友联亨达光电有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市友讯达科技发展有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
国网宁夏电力公司电力科学研究院; 深圳友讯达科技股份有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市双赢伟业科技股份有限公司,2.5992479509261986e-05,0.0,2.5992479509261986e-05,0.0,3.4391941684880583e-06,1
东莞市腾泽电子科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
杭州贝赢通信科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
马鞍山市贝赢通信科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市双龙飞科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市威麦科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市叮咚云智能家居有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
房云科技(深圳)有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市叮咚互联科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市叮咚互联科技有限公司; 深圳市优点智联科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市可隆科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市台技光电有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市蛙巢科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市合众望电子有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市合众清洁能源研究院,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市合众研创科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳合众思壮科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市合创智能信息有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市合利发互联网科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市客恋宝科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市合思奇科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市航世科技有限公司,1.7328319672841323e-05,8.664159836420662e-06,8.664159836420662e-06,0.0,2.407435917941641e-05,1
深圳市合思奇科技有限公司; 深圳市航世科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市航世科技有限公司; 深圳市航世电子科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市合美鑫精密电子有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
铭台(北京)科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市合触科技有限公司,1.7328319672841323e-05,0.0,1.7328319672841323e-05,0.0,3.4391941684880583e-06,1
贾恩海,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
钟新宇,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市合言信息科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
思维巡航(深圳)网络技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市吉影科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
杭州数字吉影科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市吉斯凯达智慧科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市基纳控制有限公司,1.7328319672841323e-05,8.664159836420662e-06,8.664159836420662e-06,0.0,2.407435917941641e-05,1
深圳市吉祥腾达科技有限公司,2.5992479509261986e-05,0.0,2.5992479509261986e-05,0.0,3.4391941684880583e-06,1
东莞市锐易电子科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳万佳睿创技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市和为顺网络技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
同泰怡信息技术(宁夏)有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
同泰怡信息技术(福建)有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
深圳市同洲国际视讯有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市同洲电子股份有限公司,7.797743852778596e-05,4.3320799182103306e-05,3.4656639345682646e-05,0.0,0.0007669402995728373,2
深圳市同洲电子股份有限公司; 珠海同洲红星智慧物联科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.0007359875520564444,1
深圳市比维视创科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.0007359875520564444,1
深圳市龙视传媒有限公司,2.5992479509261986e-05,1.7328319672841323e-05,8.664159836420662e-06,0.0,0.0007566227170673729,2
深圳都好看互动电视有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.0007359875520564444,1
深圳市同洲电子股份有限公司; 深圳市龙视传媒有限公司,3.4656639345682646e-05,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0005433926786211134,2
深圳市龙视传媒有限公司; 深圳市同洲电子股份有限公司,4.3320799182103306e-05,2.5992479509261986e-05,1.7328319672841323e-05,0.0,0.0005468318727896015,2
深圳都好看互动电视有限公司; 深圳市同洲电子股份有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,0.0010076838913670014,2
深圳市同洲电子股份有限公司; 深圳都好看互动电视有限公司,2.5992479509261986e-05,1.7328319672841323e-05,8.664159836420662e-06,0.0,0.0005433926786211134,2
深圳市同洲视讯传媒有限公司,1.7328319672841323e-05,0.0,1.7328319672841323e-05,0.0,3.4391941684880583e-06,2
深圳市同洲视讯传媒有限公司; 深圳市龙视传媒有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市同洲软件有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市后生创想科技有限公司; 深圳超级码力科技有限公司; 深圳市贝优通新能源技术开发有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳超级码力科技有限公司; 深圳市后生创想科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市君盈建筑科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市君盛惠创科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
东莞市瑞腾电子科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市君航品牌策划管理有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市理胜科技信息有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市君谊科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
云圣物联(深圳)有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市君辰装饰设计工程有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市卓越装饰工程有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
浙江德清盛宏电器有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,7.566227170673729e-05,1
深圳市启海仓储有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
跨越速运集团有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市启虹智能科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
贵州启虹智能科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市启赋科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市启赋娱乐有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市启赋科技有限公司; 北京快知行科技有限公司; 深圳市启赋娱乐有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市启赋娱乐有限公司; 上海皓腾模型有限公司; 北京快知行科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
